Namespace(ROAheight=3, ROAwidth=3, attiters=30, attlr=0.05, batch_size=128, epochs=30, inputmodel='ori', modelname='doa3by3', potential_nums=20, skip_in_x=1, skip_in_y=1)
Number of images in training set: 60000
Number of images in test set: 10000
Number of batches in the train loader: 469
Number of batches in the test loader: 79
Iteration: 100, Train Loss: 1.9479148387908936, Test Accuracy:68%, Adv_test Accuracy:53%
Iteration: 3214, Train Loss: 0.7109969258308411, Test Accuracy:95%, Adv_test Accuracy:67%
Iteration: 3383, Train Loss: 0.6952844858169556, Test Accuracy:94%, Adv_test Accuracy:68%
Iteration: 3483, Train Loss: 0.652161180973053, Test Accuracy:95%, Adv_test Accuracy:68%
Iteration: 3583, Train Loss: 0.7092717885971069, Test Accuracy:95%, Adv_test Accuracy:69%
Iteration: 3683, Train Loss: 0.6943901181221008, Test Accuracy:95%, Adv_test Accuracy:70%
Iteration: 3852, Train Loss: 0.7288245558738708, Test Accuracy:95%, Adv_test Accuracy:69%
Iteration: 3952, Train Loss: 0.7851025462150574, Test Accuracy:95%, Adv_test Accuracy:66%
Iteration: 4052, Train Loss: 0.6157240271568298, Test Accuracy:95%, Adv_test Accuracy:69%
Iteration: 4152, Train Loss: 0.8002051115036011, Test Accuracy:94%, Adv_test Accuracy:68%
Iteration: 4321, Train Loss: 0.6567859053611755, Test Accuracy:96%, Adv_test Accuracy:70%
Iteration: 4421, Train Loss: 0.7195219993591309, Test Accuracy:96%, Adv_test Accuracy:69%
Iteration: 4521, Train Loss: 0.7323901653289795, Test Accuracy:96%, Adv_test Accuracy:71%
Iteration: 4621, Train Loss: 0.6747722029685974, Test Accuracy:96%, Adv_test Accuracy:71%
Iteration: 4790, Train Loss: 0.7352853417396545, Test Accuracy:96%, Adv_test Accuracy:69%
Iteration: 4890, Train Loss: 0.7624140381813049, Test Accuracy:96%, Adv_test Accuracy:71%
Iteration: 4990, Train Loss: 0.6283997297286987, Test Accuracy:95%, Adv_test Accuracy:69%
Iteration: 5090, Train Loss: 0.7194879055023193, Test Accuracy:96%, Adv_test Accuracy:68%
Iteration: 5259, Train Loss: 0.7863799333572388, Test Accuracy:96%, Adv_test Accuracy:71%
Iteration: 5359, Train Loss: 0.7845461964607239, Test Accuracy:96%, Adv_test Accuracy:72%
Iteration: 5459, Train Loss: 0.6840341091156006, Test Accuracy:96%, Adv_test Accuracy:72%
Iteration: 5559, Train Loss: 0.6963496804237366, Test Accuracy:96%, Adv_test Accuracy:65%
Iteration: 5728, Train Loss: 0.7588497400283813, Test Accuracy:94%, Adv_test Accuracy:71%
Iteration: 5828, Train Loss: 0.566743791103363, Test Accuracy:95%, Adv_test Accuracy:72%
Iteration: 5928, Train Loss: 0.5999795198440552, Test Accuracy:96%, Adv_test Accuracy:73%
Iteration: 6028, Train Loss: 0.5536961555480957, Test Accuracy:96%, Adv_test Accuracy:69%
Iteration: 6197, Train Loss: 0.5709211230278015, Test Accuracy:96%, Adv_test Accuracy:74%
Iteration: 6297, Train Loss: 0.650355339050293, Test Accuracy:94%, Adv_test Accuracy:73%
Iteration: 6397, Train Loss: 0.8450459837913513, Test Accuracy:96%, Adv_test Accuracy:72%
Iteration: 6497, Train Loss: 0.6022496223449707, Test Accuracy:95%, Adv_test Accuracy:68%
Iteration: 6666, Train Loss: 0.5573158264160156, Test Accuracy:96%, Adv_test Accuracy:67%
Iteration: 6766, Train Loss: 0.6035348773002625, Test Accuracy:95%, Adv_test Accuracy:74%
Iteration: 6866, Train Loss: 0.6770894527435303, Test Accuracy:96%, Adv_test Accuracy:74%
Iteration: 6966, Train Loss: 0.5253613591194153, Test Accuracy:96%, Adv_test Accuracy:75%
Iteration: 7135, Train Loss: 0.5493096113204956, Test Accuracy:95%, Adv_test Accuracy:74%
Iteration: 7235, Train Loss: 0.6468627452850342, Test Accuracy:96%, Adv_test Accuracy:74%
Iteration: 7335, Train Loss: 0.5883386731147766, Test Accuracy:95%, Adv_test Accuracy:72%
Iteration: 7435, Train Loss: 0.5951998233795166, Test Accuracy:96%, Adv_test Accuracy:74%
Iteration: 7604, Train Loss: 0.642827033996582, Test Accuracy:95%, Adv_test Accuracy:75%
Iteration: 7704, Train Loss: 0.4860066771507263, Test Accuracy:96%, Adv_test Accuracy:73%
Iteration: 7804, Train Loss: 0.5937536358833313, Test Accuracy:96%, Adv_test Accuracy:74%
Iteration: 7904, Train Loss: 0.4067433774471283, Test Accuracy:96%, Adv_test Accuracy:75%
Iteration: 8073, Train Loss: 0.6257606744766235, Test Accuracy:96%, Adv_test Accuracy:74%
Iteration: 8173, Train Loss: 0.6247674822807312, Test Accuracy:96%, Adv_test Accuracy:74%
Iteration: 8273, Train Loss: 0.6723767518997192, Test Accuracy:96%, Adv_test Accuracy:75%
Iteration: 8373, Train Loss: 0.6718333959579468, Test Accuracy:96%, Adv_test Accuracy:74%
Iteration: 8542, Train Loss: 0.5415408611297607, Test Accuracy:96%, Adv_test Accuracy:75%
Iteration: 8642, Train Loss: 0.5889331698417664, Test Accuracy:96%, Adv_test Accuracy:74%
Iteration: 8742, Train Loss: 0.5287230014801025, Test Accuracy:96%, Adv_test Accuracy:76%
Iteration: 8842, Train Loss: 0.5802060961723328, Test Accuracy:96%, Adv_test Accuracy:75%
Iteration: 9011, Train Loss: 0.48026517033576965, Test Accuracy:96%, Adv_test Accuracy:75%
Iteration: 9111, Train Loss: 0.6892801523208618, Test Accuracy:95%, Adv_test Accuracy:72%
Iteration: 9211, Train Loss: 0.5162151455879211, Test Accuracy:96%, Adv_test Accuracy:76%
Iteration: 9311, Train Loss: 0.8010293245315552, Test Accuracy:96%, Adv_test Accuracy:74%
Iteration: 9480, Train Loss: 0.5264157652854919, Test Accuracy:97%, Adv_test Accuracy:76%
Iteration: 9580, Train Loss: 0.6001770496368408, Test Accuracy:96%, Adv_test Accuracy:76%
Iteration: 9680, Train Loss: 0.4936501979827881, Test Accuracy:96%, Adv_test Accuracy:69%
Iteration: 9780, Train Loss: 0.4930229187011719, Test Accuracy:96%, Adv_test Accuracy:76%
Iteration: 9949, Train Loss: 0.5090901255607605, Test Accuracy:95%, Adv_test Accuracy:76%
Iteration: 10049, Train Loss: 0.6338599324226379, Test Accuracy:96%, Adv_test Accuracy:75%
Iteration: 10149, Train Loss: 0.5259237289428711, Test Accuracy:97%, Adv_test Accuracy:76%
Iteration: 10249, Train Loss: 0.674712061882019, Test Accuracy:96%, Adv_test Accuracy:76%
Iteration: 10418, Train Loss: 0.5033952593803406, Test Accuracy:97%, Adv_test Accuracy:76%
Iteration: 10518, Train Loss: 0.5212721824645996, Test Accuracy:96%, Adv_test Accuracy:76%
Iteration: 10618, Train Loss: 0.4651182293891907, Test Accuracy:96%, Adv_test Accuracy:76%
Iteration: 10718, Train Loss: 0.48368939757347107, Test Accuracy:97%, Adv_test Accuracy:75%
Iteration: 10887, Train Loss: 0.5488051772117615, Test Accuracy:96%, Adv_test Accuracy:76%
Iteration: 10987, Train Loss: 0.5699893236160278, Test Accuracy:96%, Adv_test Accuracy:76%
Iteration: 11087, Train Loss: 0.528812050819397, Test Accuracy:96%, Adv_test Accuracy:77%
Iteration: 11187, Train Loss: 0.5636288523674011, Test Accuracy:97%, Adv_test Accuracy:67%
Iteration: 11356, Train Loss: 0.534330427646637, Test Accuracy:97%, Adv_test Accuracy:73%
Iteration: 11456, Train Loss: 0.7371434569358826, Test Accuracy:97%, Adv_test Accuracy:77%
Iteration: 11556, Train Loss: 0.4791594445705414, Test Accuracy:96%, Adv_test Accuracy:77%
Iteration: 11656, Train Loss: 0.4729250967502594, Test Accuracy:95%, Adv_test Accuracy:77%
Iteration: 11825, Train Loss: 0.46842172741889954, Test Accuracy:96%, Adv_test Accuracy:77%
Iteration: 11925, Train Loss: 0.5471768379211426, Test Accuracy:96%, Adv_test Accuracy:76%
Iteration: 12025, Train Loss: 0.52535080909729, Test Accuracy:97%, Adv_test Accuracy:77%
Iteration: 12125, Train Loss: 0.5508967638015747, Test Accuracy:96%, Adv_test Accuracy:77%
Iteration: 12294, Train Loss: 0.5737019181251526, Test Accuracy:96%, Adv_test Accuracy:77%
Iteration: 12394, Train Loss: 0.5598095059394836, Test Accuracy:96%, Adv_test Accuracy:76%
Iteration: 12494, Train Loss: 0.412137508392334, Test Accuracy:96%, Adv_test Accuracy:78%
Iteration: 12594, Train Loss: 0.4239548444747925, Test Accuracy:97%, Adv_test Accuracy:69%
Iteration: 12763, Train Loss: 0.5227454304695129, Test Accuracy:97%, Adv_test Accuracy:78%
Iteration: 12863, Train Loss: 0.4910122752189636, Test Accuracy:96%, Adv_test Accuracy:78%
Iteration: 12963, Train Loss: 0.5817974209785461, Test Accuracy:96%, Adv_test Accuracy:77%
Iteration: 13063, Train Loss: 0.4371827244758606, Test Accuracy:96%, Adv_test Accuracy:77%
Iteration: 13232, Train Loss: 0.5005552768707275, Test Accuracy:96%, Adv_test Accuracy:77%
Iteration: 13332, Train Loss: 0.39453908801078796, Test Accuracy:97%, Adv_test Accuracy:77%
Iteration: 13432, Train Loss: 0.6175354719161987, Test Accuracy:96%, Adv_test Accuracy:77%
Iteration: 13532, Train Loss: 0.4915342330932617, Test Accuracy:97%, Adv_test Accuracy:78%
Iteration: 13701, Train Loss: 0.528228223323822, Test Accuracy:97%, Adv_test Accuracy:78%
Iteration: 13801, Train Loss: 0.4939383864402771, Test Accuracy:97%, Adv_test Accuracy:78%
Iteration: 13901, Train Loss: 0.4040561616420746, Test Accuracy:97%, Adv_test Accuracy:78%
Iteration: 14001, Train Loss: 0.4811975061893463, Test Accuracy:97%, Adv_test Accuracy:77%
Finished!
Namespace(ROAheight=9, ROAwidth=9, attiters=30, attlr=0.05, batch_size=128, epochs=30, inputmodel='ori', modelname='doa9by9', potential_nums=20, skip_in_x=1, skip_in_y=1)
Number of images in training set: 60000
Number of images in test set: 10000
Number of batches in the train loader: 469
Number of batches in the test loader: 79
Iteration: 100, Train Loss: 2.3600335121154785, Test Accuracy:35%, Adv_test Accuracy:5%
Iteration: 200, Train Loss: 2.3056297302246094, Test Accuracy:34%, Adv_test Accuracy:15%
Iteration: 300, Train Loss: 2.280608654022217, Test Accuracy:50%, Adv_test Accuracy:22%
Iteration: 400, Train Loss: 2.1882686614990234, Test Accuracy:59%, Adv_test Accuracy:25%
Iteration: 569, Train Loss: 1.970828890800476, Test Accuracy:82%, Adv_test Accuracy:30%
Iteration: 669, Train Loss: 1.7689733505249023, Test Accuracy:83%, Adv_test Accuracy:35%
Iteration: 769, Train Loss: 1.7451412677764893, Test Accuracy:85%, Adv_test Accuracy:32%
Iteration: 869, Train Loss: 1.3622958660125732, Test Accuracy:83%, Adv_test Accuracy:35%
Iteration: 1038, Train Loss: 1.4451930522918701, Test Accuracy:86%, Adv_test Accuracy:38%
Iteration: 1138, Train Loss: 1.5059858560562134, Test Accuracy:88%, Adv_test Accuracy:40%
Iteration: 1238, Train Loss: 1.4338551759719849, Test Accuracy:86%, Adv_test Accuracy:47%
Iteration: 1338, Train Loss: 1.449964165687561, Test Accuracy:89%, Adv_test Accuracy:50%
Iteration: 1507, Train Loss: 1.386919379234314, Test Accuracy:90%, Adv_test Accuracy:51%
Iteration: 1607, Train Loss: 1.3258719444274902, Test Accuracy:91%, Adv_test Accuracy:53%
Iteration: 1707, Train Loss: 1.518960952758789, Test Accuracy:92%, Adv_test Accuracy:53%
Iteration: 1807, Train Loss: 1.4928483963012695, Test Accuracy:90%, Adv_test Accuracy:51%
Iteration: 1976, Train Loss: 1.0764639377593994, Test Accuracy:90%, Adv_test Accuracy:54%
Iteration: 2076, Train Loss: 1.1074578762054443, Test Accuracy:91%, Adv_test Accuracy:57%
Iteration: 2176, Train Loss: 1.3035789728164673, Test Accuracy:91%, Adv_test Accuracy:56%
Iteration: 2276, Train Loss: 0.989732027053833, Test Accuracy:91%, Adv_test Accuracy:56%
Iteration: 2445, Train Loss: 1.0499162673950195, Test Accuracy:91%, Adv_test Accuracy:59%
Iteration: 2545, Train Loss: 1.3706612586975098, Test Accuracy:89%, Adv_test Accuracy:47%
Iteration: 2645, Train Loss: 1.1283628940582275, Test Accuracy:89%, Adv_test Accuracy:57%
Iteration: 2745, Train Loss: 1.2351365089416504, Test Accuracy:91%, Adv_test Accuracy:45%
Iteration: 2914, Train Loss: 0.942963182926178, Test Accuracy:92%, Adv_test Accuracy:59%
Iteration: 3014, Train Loss: 1.2877366542816162, Test Accuracy:92%, Adv_test Accuracy:57%
Iteration: 3114, Train Loss: 1.166383981704712, Test Accuracy:88%, Adv_test Accuracy:46%
Iteration: 3214, Train Loss: 1.2445025444030762, Test Accuracy:92%, Adv_test Accuracy:61%
Iteration: 3383, Train Loss: 0.829113781452179, Test Accuracy:92%, Adv_test Accuracy:60%
Iteration: 3483, Train Loss: 1.1761103868484497, Test Accuracy:91%, Adv_test Accuracy:50%
Iteration: 3583, Train Loss: 0.9299513101577759, Test Accuracy:91%, Adv_test Accuracy:63%
Iteration: 3683, Train Loss: 0.814266562461853, Test Accuracy:91%, Adv_test Accuracy:62%
Iteration: 3852, Train Loss: 0.8860340714454651, Test Accuracy:92%, Adv_test Accuracy:59%
Iteration: 3952, Train Loss: 0.9552579522132874, Test Accuracy:92%, Adv_test Accuracy:48%
Iteration: 4052, Train Loss: 0.7907707691192627, Test Accuracy:92%, Adv_test Accuracy:62%
Iteration: 4152, Train Loss: 1.012608289718628, Test Accuracy:92%, Adv_test Accuracy:63%
Iteration: 4321, Train Loss: 0.756260871887207, Test Accuracy:93%, Adv_test Accuracy:53%
Iteration: 4421, Train Loss: 0.8574472665786743, Test Accuracy:93%, Adv_test Accuracy:64%
Iteration: 4521, Train Loss: 0.903740406036377, Test Accuracy:93%, Adv_test Accuracy:63%
Iteration: 4621, Train Loss: 0.8720211982727051, Test Accuracy:92%, Adv_test Accuracy:65%
Iteration: 4790, Train Loss: 0.8003994226455688, Test Accuracy:93%, Adv_test Accuracy:63%
Iteration: 4890, Train Loss: 0.8259791731834412, Test Accuracy:93%, Adv_test Accuracy:63%
Iteration: 4990, Train Loss: 0.6968683004379272, Test Accuracy:92%, Adv_test Accuracy:65%
Iteration: 5090, Train Loss: 1.0938045978546143, Test Accuracy:91%, Adv_test Accuracy:53%
Iteration: 5259, Train Loss: 0.7975637912750244, Test Accuracy:93%, Adv_test Accuracy:66%
Iteration: 5359, Train Loss: 0.944362461566925, Test Accuracy:93%, Adv_test Accuracy:66%
Iteration: 5459, Train Loss: 0.870344340801239, Test Accuracy:93%, Adv_test Accuracy:67%
Iteration: 5559, Train Loss: 0.8189735412597656, Test Accuracy:93%, Adv_test Accuracy:54%
Iteration: 5728, Train Loss: 0.854357123374939, Test Accuracy:90%, Adv_test Accuracy:66%
Iteration: 5828, Train Loss: 0.6198881268501282, Test Accuracy:92%, Adv_test Accuracy:68%
Iteration: 5928, Train Loss: 0.7875285744667053, Test Accuracy:93%, Adv_test Accuracy:67%
Iteration: 6028, Train Loss: 0.7082667946815491, Test Accuracy:94%, Adv_test Accuracy:55%
Iteration: 6197, Train Loss: 0.6495714783668518, Test Accuracy:93%, Adv_test Accuracy:57%
Iteration: 6297, Train Loss: 0.7671969532966614, Test Accuracy:93%, Adv_test Accuracy:68%
Iteration: 6397, Train Loss: 0.9009390473365784, Test Accuracy:93%, Adv_test Accuracy:67%
Iteration: 6497, Train Loss: 0.6547508239746094, Test Accuracy:92%, Adv_test Accuracy:67%
Iteration: 6666, Train Loss: 0.7765046954154968, Test Accuracy:93%, Adv_test Accuracy:66%
Iteration: 6766, Train Loss: 0.7120031118392944, Test Accuracy:93%, Adv_test Accuracy:68%
Iteration: 6866, Train Loss: 0.773974597454071, Test Accuracy:93%, Adv_test Accuracy:69%
Iteration: 6966, Train Loss: 0.7160947918891907, Test Accuracy:93%, Adv_test Accuracy:68%
Iteration: 7135, Train Loss: 0.6789968013763428, Test Accuracy:93%, Adv_test Accuracy:69%
Iteration: 7235, Train Loss: 0.8004967570304871, Test Accuracy:94%, Adv_test Accuracy:70%
Iteration: 7335, Train Loss: 0.6016219258308411, Test Accuracy:93%, Adv_test Accuracy:69%
Iteration: 7435, Train Loss: 0.8701114654541016, Test Accuracy:92%, Adv_test Accuracy:70%
Iteration: 7604, Train Loss: 0.7343066930770874, Test Accuracy:93%, Adv_test Accuracy:69%
Iteration: 7704, Train Loss: 0.6247856020927429, Test Accuracy:94%, Adv_test Accuracy:69%
Iteration: 7804, Train Loss: 0.7553784847259521, Test Accuracy:93%, Adv_test Accuracy:70%
Iteration: 7904, Train Loss: 0.5632554888725281, Test Accuracy:94%, Adv_test Accuracy:69%
Iteration: 8073, Train Loss: 0.7584550380706787, Test Accuracy:93%, Adv_test Accuracy:69%
Iteration: 8173, Train Loss: 0.6793668866157532, Test Accuracy:93%, Adv_test Accuracy:70%
Iteration: 8273, Train Loss: 0.7739838361740112, Test Accuracy:93%, Adv_test Accuracy:71%
Iteration: 8373, Train Loss: 0.7372967004776001, Test Accuracy:93%, Adv_test Accuracy:70%
Iteration: 8542, Train Loss: 0.6726871728897095, Test Accuracy:93%, Adv_test Accuracy:70%
Iteration: 8642, Train Loss: 0.7748108506202698, Test Accuracy:93%, Adv_test Accuracy:70%
Iteration: 8742, Train Loss: 0.7177554368972778, Test Accuracy:94%, Adv_test Accuracy:71%
Iteration: 8842, Train Loss: 0.6301759481430054, Test Accuracy:93%, Adv_test Accuracy:71%
Iteration: 9011, Train Loss: 0.6258522272109985, Test Accuracy:94%, Adv_test Accuracy:71%
Iteration: 9111, Train Loss: 0.7394198775291443, Test Accuracy:93%, Adv_test Accuracy:69%
Iteration: 9211, Train Loss: 0.6532248854637146, Test Accuracy:94%, Adv_test Accuracy:71%
Iteration: 9311, Train Loss: 0.9335309267044067, Test Accuracy:94%, Adv_test Accuracy:59%
Iteration: 9480, Train Loss: 0.5901646614074707, Test Accuracy:94%, Adv_test Accuracy:72%
Iteration: 9580, Train Loss: 0.7941842079162598, Test Accuracy:93%, Adv_test Accuracy:71%
Iteration: 9680, Train Loss: 0.6345531940460205, Test Accuracy:93%, Adv_test Accuracy:71%
Iteration: 9780, Train Loss: 0.6178726553916931, Test Accuracy:92%, Adv_test Accuracy:61%
Iteration: 9949, Train Loss: 0.6170098781585693, Test Accuracy:93%, Adv_test Accuracy:73%
Iteration: 10049, Train Loss: 0.7817755341529846, Test Accuracy:94%, Adv_test Accuracy:70%
Iteration: 10149, Train Loss: 0.614128589630127, Test Accuracy:94%, Adv_test Accuracy:73%
Iteration: 10249, Train Loss: 0.6172102093696594, Test Accuracy:93%, Adv_test Accuracy:72%
Iteration: 10418, Train Loss: 0.651605486869812, Test Accuracy:95%, Adv_test Accuracy:73%
Iteration: 10518, Train Loss: 0.6215181946754456, Test Accuracy:94%, Adv_test Accuracy:73%
Iteration: 10618, Train Loss: 0.6033152937889099, Test Accuracy:93%, Adv_test Accuracy:72%
Iteration: 10718, Train Loss: 0.6228097677230835, Test Accuracy:94%, Adv_test Accuracy:58%
Iteration: 10887, Train Loss: 0.6114108562469482, Test Accuracy:94%, Adv_test Accuracy:72%
Iteration: 10987, Train Loss: 0.6531497240066528, Test Accuracy:94%, Adv_test Accuracy:59%
Iteration: 11087, Train Loss: 0.5811771750450134, Test Accuracy:94%, Adv_test Accuracy:73%
Iteration: 11187, Train Loss: 0.7074013948440552, Test Accuracy:94%, Adv_test Accuracy:73%
Iteration: 11356, Train Loss: 0.671200156211853, Test Accuracy:94%, Adv_test Accuracy:72%
Iteration: 11456, Train Loss: 0.6967756152153015, Test Accuracy:94%, Adv_test Accuracy:73%
Iteration: 11556, Train Loss: 0.613139271736145, Test Accuracy:94%, Adv_test Accuracy:73%
Iteration: 11656, Train Loss: 0.5096270442008972, Test Accuracy:92%, Adv_test Accuracy:73%
Iteration: 11825, Train Loss: 0.5983021855354309, Test Accuracy:93%, Adv_test Accuracy:74%
Iteration: 11925, Train Loss: 0.6208269596099854, Test Accuracy:94%, Adv_test Accuracy:73%
Iteration: 12025, Train Loss: 0.6249943971633911, Test Accuracy:95%, Adv_test Accuracy:74%
Iteration: 12125, Train Loss: 0.6154062747955322, Test Accuracy:94%, Adv_test Accuracy:60%
Iteration: 12294, Train Loss: 0.6285688281059265, Test Accuracy:93%, Adv_test Accuracy:74%
Iteration: 12394, Train Loss: 0.6422048211097717, Test Accuracy:94%, Adv_test Accuracy:74%
Iteration: 12494, Train Loss: 0.485115110874176, Test Accuracy:94%, Adv_test Accuracy:73%
Iteration: 12594, Train Loss: 0.5542138814926147, Test Accuracy:95%, Adv_test Accuracy:74%
Iteration: 12763, Train Loss: 0.5962011814117432, Test Accuracy:95%, Adv_test Accuracy:74%
Iteration: 12863, Train Loss: 0.5751224160194397, Test Accuracy:94%, Adv_test Accuracy:75%
Iteration: 12963, Train Loss: 0.5768628120422363, Test Accuracy:94%, Adv_test Accuracy:74%
Iteration: 13063, Train Loss: 0.5800277590751648, Test Accuracy:94%, Adv_test Accuracy:74%
Iteration: 13232, Train Loss: 0.6419479846954346, Test Accuracy:94%, Adv_test Accuracy:74%
Iteration: 13332, Train Loss: 0.4442896246910095, Test Accuracy:95%, Adv_test Accuracy:74%
Iteration: 13432, Train Loss: 0.8490796089172363, Test Accuracy:92%, Adv_test Accuracy:63%
Iteration: 13532, Train Loss: 0.6231284737586975, Test Accuracy:94%, Adv_test Accuracy:74%
Iteration: 13701, Train Loss: 0.6185696125030518, Test Accuracy:95%, Adv_test Accuracy:75%
Iteration: 13801, Train Loss: 0.6280113458633423, Test Accuracy:95%, Adv_test Accuracy:75%
Iteration: 13901, Train Loss: 0.573447585105896, Test Accuracy:94%, Adv_test Accuracy:75%
Iteration: 14001, Train Loss: 0.5216091275215149, Test Accuracy:94%, Adv_test Accuracy:75%
Finished!
Namespace(ROAheight=11, ROAwidth=11, attiters=30, attlr=0.05, batch_size=128, epochs=30, inputmodel='ori', modelname='doa11by11', potential_nums=20, skip_in_x=1, skip_in_y=1)
Number of images in training set: 60000
Number of images in test set: 10000
Number of batches in the train loader: 469
Number of batches in the test loader: 79
Iteration: 100, Train Loss: 2.3816041946411133, Test Accuracy:20%, Adv_test Accuracy:1%
Iteration: 200, Train Loss: 2.3400092124938965, Test Accuracy:14%, Adv_test Accuracy:11%
Iteration: 300, Train Loss: 2.3249948024749756, Test Accuracy:19%, Adv_test Accuracy:11%
Iteration: 400, Train Loss: 2.3060762882232666, Test Accuracy:17%, Adv_test Accuracy:12%
Iteration: 569, Train Loss: 2.293591022491455, Test Accuracy:36%, Adv_test Accuracy:20%
Iteration: 669, Train Loss: 2.2716407775878906, Test Accuracy:39%, Adv_test Accuracy:21%
Iteration: 769, Train Loss: 2.276477813720703, Test Accuracy:44%, Adv_test Accuracy:22%
Iteration: 869, Train Loss: 2.13086199760437, Test Accuracy:47%, Adv_test Accuracy:19%
Iteration: 1038, Train Loss: 2.0182318687438965, Test Accuracy:61%, Adv_test Accuracy:18%
Iteration: 1138, Train Loss: 1.9046353101730347, Test Accuracy:67%, Adv_test Accuracy:22%
Iteration: 1238, Train Loss: 1.86268150806427, Test Accuracy:72%, Adv_test Accuracy:25%
Iteration: 1338, Train Loss: 2.0024425983428955, Test Accuracy:79%, Adv_test Accuracy:25%
Iteration: 1507, Train Loss: 2.000037908554077, Test Accuracy:84%, Adv_test Accuracy:34%
Iteration: 1607, Train Loss: 1.716009259223938, Test Accuracy:83%, Adv_test Accuracy:37%
Iteration: 1707, Train Loss: 1.9297363758087158, Test Accuracy:83%, Adv_test Accuracy:26%
Iteration: 1807, Train Loss: 1.8652673959732056, Test Accuracy:86%, Adv_test Accuracy:42%
Iteration: 1976, Train Loss: 1.78590726852417, Test Accuracy:83%, Adv_test Accuracy:42%
Iteration: 2076, Train Loss: 1.929993987083435, Test Accuracy:86%, Adv_test Accuracy:46%
Iteration: 2176, Train Loss: 1.6268154382705688, Test Accuracy:82%, Adv_test Accuracy:44%
Iteration: 2276, Train Loss: 1.616776704788208, Test Accuracy:87%, Adv_test Accuracy:44%
Iteration: 2445, Train Loss: 1.639359951019287, Test Accuracy:87%, Adv_test Accuracy:47%
Iteration: 2545, Train Loss: 1.8137658834457397, Test Accuracy:87%, Adv_test Accuracy:35%
Iteration: 2645, Train Loss: 1.5713330507278442, Test Accuracy:83%, Adv_test Accuracy:45%
Iteration: 2745, Train Loss: 1.2990037202835083, Test Accuracy:86%, Adv_test Accuracy:33%
Iteration: 2914, Train Loss: 1.182654619216919, Test Accuracy:88%, Adv_test Accuracy:40%
Iteration: 3014, Train Loss: 1.1778509616851807, Test Accuracy:86%, Adv_test Accuracy:50%
Iteration: 3114, Train Loss: 1.191352367401123, Test Accuracy:85%, Adv_test Accuracy:35%
Iteration: 3214, Train Loss: 1.4303339719772339, Test Accuracy:88%, Adv_test Accuracy:37%
Iteration: 3383, Train Loss: 1.141351580619812, Test Accuracy:87%, Adv_test Accuracy:42%
Iteration: 3483, Train Loss: 1.0750641822814941, Test Accuracy:88%, Adv_test Accuracy:41%
Iteration: 3583, Train Loss: 1.2169249057769775, Test Accuracy:87%, Adv_test Accuracy:42%
Iteration: 3683, Train Loss: 1.5320128202438354, Test Accuracy:88%, Adv_test Accuracy:54%
Iteration: 3852, Train Loss: 1.4069801568984985, Test Accuracy:89%, Adv_test Accuracy:40%
Iteration: 3952, Train Loss: 1.103325605392456, Test Accuracy:88%, Adv_test Accuracy:45%
Iteration: 4052, Train Loss: 1.284869909286499, Test Accuracy:88%, Adv_test Accuracy:56%
Iteration: 4152, Train Loss: 1.3459163904190063, Test Accuracy:88%, Adv_test Accuracy:48%
Iteration: 4321, Train Loss: 1.2662396430969238, Test Accuracy:90%, Adv_test Accuracy:47%
Iteration: 4421, Train Loss: 1.2918713092803955, Test Accuracy:88%, Adv_test Accuracy:56%
Iteration: 4521, Train Loss: 1.3519635200500488, Test Accuracy:89%, Adv_test Accuracy:40%
Iteration: 4621, Train Loss: 1.4292888641357422, Test Accuracy:89%, Adv_test Accuracy:49%
Iteration: 4790, Train Loss: 1.0797280073165894, Test Accuracy:91%, Adv_test Accuracy:45%
Iteration: 4890, Train Loss: 1.2624129056930542, Test Accuracy:89%, Adv_test Accuracy:58%
Iteration: 4990, Train Loss: 0.9865772724151611, Test Accuracy:89%, Adv_test Accuracy:60%
Iteration: 5090, Train Loss: 1.3791472911834717, Test Accuracy:88%, Adv_test Accuracy:48%
Iteration: 5259, Train Loss: 0.9753416776657104, Test Accuracy:91%, Adv_test Accuracy:60%
Iteration: 5359, Train Loss: 1.3510701656341553, Test Accuracy:91%, Adv_test Accuracy:62%
Iteration: 5459, Train Loss: 1.267848014831543, Test Accuracy:89%, Adv_test Accuracy:46%
Iteration: 5559, Train Loss: 0.9766536951065063, Test Accuracy:90%, Adv_test Accuracy:42%
Iteration: 5728, Train Loss: 1.3528236150741577, Test Accuracy:87%, Adv_test Accuracy:58%
Iteration: 5828, Train Loss: 0.767740786075592, Test Accuracy:89%, Adv_test Accuracy:44%
Iteration: 5928, Train Loss: 1.1260050535202026, Test Accuracy:89%, Adv_test Accuracy:59%
Iteration: 6028, Train Loss: 0.9452766180038452, Test Accuracy:91%, Adv_test Accuracy:61%
Iteration: 6197, Train Loss: 0.9935868978500366, Test Accuracy:90%, Adv_test Accuracy:46%
Iteration: 6297, Train Loss: 0.9749441146850586, Test Accuracy:90%, Adv_test Accuracy:46%
Iteration: 6397, Train Loss: 0.9905986189842224, Test Accuracy:91%, Adv_test Accuracy:41%
Iteration: 6497, Train Loss: 0.7758883833885193, Test Accuracy:88%, Adv_test Accuracy:44%
Iteration: 6666, Train Loss: 1.4352331161499023, Test Accuracy:89%, Adv_test Accuracy:47%
Iteration: 6766, Train Loss: 0.8567904233932495, Test Accuracy:90%, Adv_test Accuracy:64%
